Running command 1: C:/Users/xxiao/.conda/envs/vit/python.exe c:/Users/xxiao/Downloads/Xiao/ViT-Performer/vit_performer/vit_performer.py --config c:/Users/xxiao/Downloads/Xiao/ViT-Performer/vit_performer/config/config_cifar10_ln1_exp_8.yaml
================================================================================
Output:
Files already downloaded and verified
Using LearnableExp1-Performer now...
Random feature number: 8
Epoch 1 | Test set: Average loss: 1.4521, Accuracy: 4716/10000 (47%)
Epoch 45 | Test set: Average loss: 1.2551, Accuracy: 6680/10000 (67%)

Epoch 46 | Test set: Average loss: 1.2577, Accuracy: 6635/10000 (66%)

Epoch 47 | Test set: Average loss: 1.2706, Accuracy: 6731/10000 (67%)

Epoch 48 | Test set: Average loss: 1.3224, Accuracy: 6613/10000 (66%)

Epoch 49 | Test set: Average loss: 1.2717, Accuracy: 6716/10000 (67%)

Epoch 50 | Test set: Average loss: 1.3138, Accuracy: 6646/10000 (66%)

Epoch 51 | Test set: Average loss: 1.3417, Accuracy: 6637/10000 (66%)

Epoch 52 | Test set: Average loss: 1.1465, Accuracy: 6838/10000 (68%)

Epoch 53 | Test set: Average loss: 1.2506, Accuracy: 6764/10000 (68%)

Epoch 54 | Test set: Average loss: 1.2787, Accuracy: 6716/10000 (67%)

Epoch 55 | Test set: Average loss: 1.2865, Accuracy: 6770/10000 (68%)

Epoch 56 | Test set: Average loss: 1.3279, Accuracy: 6695/10000 (67%)

Epoch 57 | Test set: Average loss: 1.3971, Accuracy: 6736/10000 (67%)

Epoch 58 | Test set: Average loss: 1.3450, Accuracy: 6728/10000 (67%)

Epoch 59 | Test set: Average loss: 1.4028, Accuracy: 6675/10000 (67%)

Epoch 60 | Test set: Average loss: 1.3810, Accuracy: 6729/10000 (67%)

Epoch 61 | Test set: Average loss: 1.4111, Accuracy: 6700/10000 (67%)

Epoch 62 | Test set: Average loss: 1.3832, Accuracy: 6745/10000 (67%)

Epoch 63 | Test set: Average loss: 1.4290, Accuracy: 6711/10000 (67%)

Epoch 64 | Test set: Average loss: 1.0914, Accuracy: 6581/10000 (66%)

Epoch 65 | Test set: Average loss: 1.2543, Accuracy: 6764/10000 (68%)

Epoch 66 | Test set: Average loss: 1.2563, Accuracy: 6791/10000 (68%)

Epoch 67 | Test set: Average loss: 1.3403, Accuracy: 6805/10000 (68%)

Epoch 68 | Test set: Average loss: 1.3782, Accuracy: 6771/10000 (68%)

Epoch 69 | Test set: Average loss: 1.4344, Accuracy: 6703/10000 (67%)

Epoch 70 | Test set: Average loss: 1.4290, Accuracy: 6807/10000 (68%)

Epoch 71 | Test set: Average loss: 1.4640, Accuracy: 6739/10000 (67%)

Epoch 72 | Test set: Average loss: 1.5279, Accuracy: 6635/10000 (66%)

Epoch 73 | Test set: Average loss: 1.4797, Accuracy: 6705/10000 (67%)

Epoch 74 | Test set: Average loss: 1.5193, Accuracy: 6728/10000 (67%)

Epoch 75 | Test set: Average loss: 1.5516, Accuracy: 6755/10000 (68%)

Epoch 76 | Test set: Average loss: 1.5302, Accuracy: 6785/10000 (68%)

Epoch 77 | Test set: Average loss: 1.1322, Accuracy: 6824/10000 (68%)

Epoch 78 | Test set: Average loss: 1.3113, Accuracy: 6822/10000 (68%)

Epoch 79 | Test set: Average loss: 1.4023, Accuracy: 6760/10000 (68%)

Epoch 80 | Test set: Average loss: 1.4167, Accuracy: 6774/10000 (68%)

Epoch 81 | Test set: Average loss: 1.4537, Accuracy: 6786/10000 (68%)

Epoch 82 | Test set: Average loss: 1.5177, Accuracy: 6764/10000 (68%)

Epoch 83 | Test set: Average loss: 1.5286, Accuracy: 6714/10000 (67%)

Epoch 84 | Test set: Average loss: 1.4976, Accuracy: 6799/10000 (68%)

Epoch 85 | Test set: Average loss: 1.5086, Accuracy: 6801/10000 (68%)

Epoch 86 | Test set: Average loss: 1.5475, Accuracy: 6763/10000 (68%)

Epoch 87 | Test set: Average loss: 1.5526, Accuracy: 6771/10000 (68%)

Epoch 88 | Test set: Average loss: 1.5773, Accuracy: 6748/10000 (67%)

Epoch 89 | Test set: Average loss: 1.5676, Accuracy: 6764/10000 (68%)

Epoch 90 | Test set: Average loss: 1.2597, Accuracy: 6843/10000 (68%)

Epoch 91 | Test set: Average loss: 1.3681, Accuracy: 6818/10000 (68%)

Epoch 92 | Test set: Average loss: 1.4801, Accuracy: 6861/10000 (69%)

Epoch 93 | Test set: Average loss: 1.4843, Accuracy: 6789/10000 (68%)

Epoch 94 | Test set: Average loss: 1.4943, Accuracy: 6798/10000 (68%)

Epoch 95 | Test set: Average loss: 1.5376, Accuracy: 6806/10000 (68%)

Epoch 96 | Test set: Average loss: 1.6009, Accuracy: 6770/10000 (68%)

Epoch 97 | Test set: Average loss: 1.6206, Accuracy: 6762/10000 (68%)

Epoch 98 | Test set: Average loss: 1.5753, Accuracy: 6859/10000 (69%)

Epoch 99 | Test set: Average loss: 1.5622, Accuracy: 6788/10000 (68%)

Epoch 100 | Test set: Average loss: 1.6122, Accuracy: 6815/10000 (68%)

*************************************
Log_2(T) training speed: -12.29 S
Log_2(T) inference speed: -12.78 S
Avg training speed per epoch: 9.97 S
Avg testing speed per cycle: 1.42 S
*************************************

Errors, warnings, messages:
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: xxiaowb (xxiaowb-columbia-university). Use `wandb login --relogin` to force relogin
wandb: - Waiting for wandb.init()...
wandb: \ Waiting for wandb.init()...
wandb: Tracking run with wandb version 0.18.7
wandb: Run data is saved locally in C:\Users\xxiao\Downloads\Xiao\ViT-Performer\wandb\run-20241206_194807-x0czmvfz
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run copper-serenity-108
wandb:  View project at https://wandb.ai/xxiaowb-columbia-university/vit-performer
wandb:  View run at https://wandb.ai/xxiaowb-columbia-university/vit-performer/runs/x0czmvfz
wandb:                                                                                
wandb: 
wandb: Run summary:
wandb:         epoch 99.0039
wandb: learning_rate 0.00025
wandb: test_accuracy 68.15
wandb:     test_loss 1.61217
wandb:    train_loss 0.16286
wandb: 
wandb:  View run copper-serenity-108 at: https://wandb.ai/xxiaowb-columbia-university/vit-performer/runs/x0czmvfz
wandb:  View project at: https://wandb.ai/xxiaowb-columbia-university/vit-performer
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: .\wandb\run-20241206_194807-x0czmvfz\logs

Exit code: 0
================================================================================

Running command 2: C:/Users/xxiao/.conda/envs/vit/python.exe c:/Users/xxiao/Downloads/Xiao/ViT-Performer/vit_performer/vit_performer.py --config c:/Users/xxiao/Downloads/Xiao/ViT-Performer/vit_performer/config/config_cifar10_ln1_relu_8.yaml
================================================================================
Output:
Files already downloaded and verified
Using LearnableReLU1-Performer now...
Random feature number: 8
Epoch 1 | Test set: Average loss: 1.4305, Accuracy: 4804/10000 (48%)

Epoch 2 | Test set: Average loss: 1.3218, Accuracy: 5231/10000 (52%)

Epoch 3 | Test set: Average loss: 1.2303, Accuracy: 5603/10000 (56%)

Epoch 4 | Test set: Average loss: 1.1920, Accuracy: 5723/10000 (57%)

Epoch 5 | Test set: Average loss: 1.1854, Accuracy: 5703/10000 (57%)

Epoch 6 | Test set: Average loss: 1.1487, Accuracy: 5856/10000 (59%)

Epoch 7 | Test set: Average loss: 1.0901, Accuracy: 6093/10000 (61%)

Epoch 8 | Test set: Average loss: 1.0810, Accuracy: 6159/10000 (62%)

Epoch 9 | Test set: Average loss: 1.0544, Accuracy: 6258/10000 (63%)

Epoch 10 | Test set: Average loss: 1.0499, Accuracy: 6328/10000 (63%)

Epoch 11 | Test set: Average loss: 1.0447, Accuracy: 6352/10000 (64%)

Epoch 12 | Test set: Average loss: 1.0502, Accuracy: 6331/10000 (63%)

Epoch 13 | Test set: Average loss: 1.1921, Accuracy: 5710/10000 (57%)

Epoch 14 | Test set: Average loss: 1.0278, Accuracy: 6328/10000 (63%)

Epoch 15 | Test set: Average loss: 1.0027, Accuracy: 6450/10000 (64%)

Epoch 16 | Test set: Average loss: 1.0269, Accuracy: 6417/10000 (64%)

Epoch 17 | Test set: Average loss: 0.9932, Accuracy: 6541/10000 (65%)

Epoch 18 | Test set: Average loss: 0.9894, Accuracy: 6591/10000 (66%)

Epoch 19 | Test set: Average loss: 0.9662, Accuracy: 6677/10000 (67%)

Epoch 20 | Test set: Average loss: 0.9873, Accuracy: 6637/10000 (66%)

Epoch 21 | Test set: Average loss: 1.0058, Accuracy: 6712/10000 (67%)

Epoch 22 | Test set: Average loss: 0.9819, Accuracy: 6709/10000 (67%)

Epoch 23 | Test set: Average loss: 0.9736, Accuracy: 6785/10000 (68%)

Epoch 24 | Test set: Average loss: 0.9738, Accuracy: 6763/10000 (68%)

Epoch 25 | Test set: Average loss: 0.9756, Accuracy: 6805/10000 (68%)

Epoch 26 | Test set: Average loss: 0.9630, Accuracy: 6716/10000 (67%)

Epoch 27 | Test set: Average loss: 0.9856, Accuracy: 6723/10000 (67%)

Epoch 28 | Test set: Average loss: 0.9610, Accuracy: 6825/10000 (68%)

Epoch 29 | Test set: Average loss: 0.9522, Accuracy: 6905/10000 (69%)

Epoch 30 | Test set: Average loss: 0.9614, Accuracy: 6872/10000 (69%)

Epoch 31 | Test set: Average loss: 0.9908, Accuracy: 6891/10000 (69%)

Epoch 32 | Test set: Average loss: 0.9950, Accuracy: 6856/10000 (69%)

Epoch 33 | Test set: Average loss: 1.0009, Accuracy: 6867/10000 (69%)

Epoch 34 | Test set: Average loss: 1.0066, Accuracy: 6918/10000 (69%)

Epoch 35 | Test set: Average loss: 1.0358, Accuracy: 6849/10000 (68%)

Epoch 36 | Test set: Average loss: 1.0647, Accuracy: 6891/10000 (69%)

Epoch 37 | Test set: Average loss: 1.0471, Accuracy: 6862/10000 (69%)

Epoch 38 | Test set: Average loss: 1.0953, Accuracy: 6844/10000 (68%)

Epoch 39 | Test set: Average loss: 0.9662, Accuracy: 6860/10000 (69%)

Epoch 40 | Test set: Average loss: 0.9918, Accuracy: 6894/10000 (69%)

Epoch 41 | Test set: Average loss: 0.9641, Accuracy: 7001/10000 (70%)

Epoch 42 | Test set: Average loss: 1.0173, Accuracy: 6942/10000 (69%)

Epoch 43 | Test set: Average loss: 1.0315, Accuracy: 6957/10000 (70%)

Epoch 44 | Test set: Average loss: 1.0267, Accuracy: 6931/10000 (69%)

Epoch 45 | Test set: Average loss: 1.0731, Accuracy: 6937/10000 (69%)

Epoch 46 | Test set: Average loss: 1.0651, Accuracy: 6918/10000 (69%)

Epoch 47 | Test set: Average loss: 1.0650, Accuracy: 6975/10000 (70%)

Epoch 48 | Test set: Average loss: 1.1029, Accuracy: 6952/10000 (70%)

Epoch 49 | Test set: Average loss: 1.1270, Accuracy: 6880/10000 (69%)

Epoch 50 | Test set: Average loss: 1.0894, Accuracy: 7046/10000 (70%)

Epoch 51 | Test set: Average loss: 1.1526, Accuracy: 6938/10000 (69%)

Epoch 52 | Test set: Average loss: 1.0157, Accuracy: 6972/10000 (70%)

Epoch 53 | Test set: Average loss: 1.0504, Accuracy: 7009/10000 (70%)

Epoch 54 | Test set: Average loss: 1.0620, Accuracy: 6923/10000 (69%)

Epoch 55 | Test set: Average loss: 1.0982, Accuracy: 7039/10000 (70%)

Epoch 56 | Test set: Average loss: 1.0840, Accuracy: 6999/10000 (70%)

Epoch 57 | Test set: Average loss: 1.1149, Accuracy: 6956/10000 (70%)

Epoch 58 | Test set: Average loss: 1.1310, Accuracy: 6934/10000 (69%)

Epoch 59 | Test set: Average loss: 1.1638, Accuracy: 6952/10000 (70%)

Epoch 60 | Test set: Average loss: 1.1633, Accuracy: 6938/10000 (69%)

Epoch 61 | Test set: Average loss: 1.1773, Accuracy: 6976/10000 (70%)

Epoch 62 | Test set: Average loss: 1.1493, Accuracy: 7035/10000 (70%)

Epoch 63 | Test set: Average loss: 1.2391, Accuracy: 6957/10000 (70%)

Epoch 64 | Test set: Average loss: 1.0455, Accuracy: 6856/10000 (69%)

Epoch 65 | Test set: Average loss: 1.1034, Accuracy: 7043/10000 (70%)

Epoch 66 | Test set: Average loss: 1.1552, Accuracy: 7015/10000 (70%)

Epoch 67 | Test set: Average loss: 1.1291, Accuracy: 7038/10000 (70%)

Epoch 68 | Test set: Average loss: 1.2256, Accuracy: 7000/10000 (70%)

Epoch 69 | Test set: Average loss: 1.2167, Accuracy: 6976/10000 (70%)

Epoch 70 | Test set: Average loss: 1.2105, Accuracy: 7053/10000 (71%)

Epoch 71 | Test set: Average loss: 1.2184, Accuracy: 7062/10000 (71%)

Epoch 72 | Test set: Average loss: 1.2391, Accuracy: 7018/10000 (70%)

Epoch 73 | Test set: Average loss: 1.2497, Accuracy: 7012/10000 (70%)

Epoch 74 | Test set: Average loss: 1.2479, Accuracy: 7007/10000 (70%)

Epoch 75 | Test set: Average loss: 1.3252, Accuracy: 6977/10000 (70%)

Epoch 76 | Test set: Average loss: 1.2892, Accuracy: 7027/10000 (70%)

Epoch 77 | Test set: Average loss: 1.0913, Accuracy: 6950/10000 (70%)

Epoch 78 | Test set: Average loss: 1.1381, Accuracy: 7068/10000 (71%)

Epoch 79 | Test set: Average loss: 1.1938, Accuracy: 7038/10000 (70%)

Epoch 80 | Test set: Average loss: 1.2553, Accuracy: 7030/10000 (70%)

Epoch 81 | Test set: Average loss: 1.2360, Accuracy: 7017/10000 (70%)

Epoch 82 | Test set: Average loss: 1.2336, Accuracy: 7111/10000 (71%)

Epoch 83 | Test set: Average loss: 1.3129, Accuracy: 6992/10000 (70%)

Epoch 84 | Test set: Average loss: 1.2855, Accuracy: 7035/10000 (70%)

Epoch 85 | Test set: Average loss: 1.3117, Accuracy: 7042/10000 (70%)

Epoch 86 | Test set: Average loss: 1.3458, Accuracy: 7021/10000 (70%)

Epoch 87 | Test set: Average loss: 1.3509, Accuracy: 7036/10000 (70%)

Epoch 88 | Test set: Average loss: 1.3085, Accuracy: 7080/10000 (71%)

Epoch 89 | Test set: Average loss: 1.3827, Accuracy: 7042/10000 (70%)

Epoch 90 | Test set: Average loss: 1.2151, Accuracy: 7030/10000 (70%)

Epoch 91 | Test set: Average loss: 1.2371, Accuracy: 7058/10000 (71%)

Epoch 92 | Test set: Average loss: 1.3252, Accuracy: 6992/10000 (70%)

Epoch 93 | Test set: Average loss: 1.3046, Accuracy: 7048/10000 (70%)

Epoch 94 | Test set: Average loss: 1.3308, Accuracy: 7042/10000 (70%)

Epoch 95 | Test set: Average loss: 1.3173, Accuracy: 7061/10000 (71%)

Epoch 96 | Test set: Average loss: 1.3599, Accuracy: 7034/10000 (70%)

Epoch 97 | Test set: Average loss: 1.3874, Accuracy: 7092/10000 (71%)

Epoch 98 | Test set: Average loss: 1.3794, Accuracy: 7089/10000 (71%)

Epoch 99 | Test set: Average loss: 1.3950, Accuracy: 7052/10000 (71%)

Epoch 100 | Test set: Average loss: 1.4054, Accuracy: 7085/10000 (71%)

*************************************
Log_2(T) training speed: -12.48 S
Log_2(T) inference speed: -13.03 S
Avg training speed per epoch: 8.78 S
Avg testing speed per cycle: 1.20 S
*************************************

Errors, warnings, messages:
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: xxiaowb (xxiaowb-columbia-university). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.18.7
wandb: Run data is saved locally in C:\Users\xxiao\Downloads\Xiao\ViT-Performer\wandb\run-20241206_200718-6pyg2e55
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run fragrant-meadow-109
wandb:  View project at https://wandb.ai/xxiaowb-columbia-university/vit-performer
wandb:  View run at https://wandb.ai/xxiaowb-columbia-university/vit-performer/runs/6pyg2e55
wandb:                                                                                
wandb: 
wandb: Run summary:
wandb:         epoch 99.0039
wandb: learning_rate 0.00025
wandb: test_accuracy 70.85
wandb:     test_loss 1.40544
wandb:    train_loss 0.27479
wandb: 
wandb:  View run fragrant-meadow-109 at: https://wandb.ai/xxiaowb-columbia-university/vit-performer/runs/6pyg2e55
wandb:  View project at: https://wandb.ai/xxiaowb-columbia-university/vit-performer
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: .\wandb\run-20241206_200718-6pyg2e55\logs

Exit code: 0
================================================================================

Running command 3: C:/Users/xxiao/.conda/envs/vit/python.exe c:/Users/xxiao/Downloads/Xiao/ViT-Performer/vit_performer/vit_performer.py --config c:/Users/xxiao/Downloads/Xiao/ViT-Performer/vit_performer/config/config_cifar10_ln2_exp_8.yaml
================================================================================
Output:
Files already downloaded and verified
Using LearnableExp2-Performer now...
Random feature number: 8
Epoch 1 | Test set: Average loss: 1.4642, Accuracy: 4723/10000 (47%)

Epoch 2 | Test set: Average loss: 1.3050, Accuracy: 5230/10000 (52%)

Epoch 3 | Test set: Average loss: 1.2293, Accuracy: 5604/10000 (56%)

Epoch 4 | Test set: Average loss: 1.2323, Accuracy: 5635/10000 (56%)

Epoch 5 | Test set: Average loss: 1.1634, Accuracy: 5905/10000 (59%)

Epoch 6 | Test set: Average loss: 1.1294, Accuracy: 5997/10000 (60%)

Epoch 7 | Test set: Average loss: 1.1491, Accuracy: 5947/10000 (59%)

Epoch 8 | Test set: Average loss: 1.0937, Accuracy: 6189/10000 (62%)

Epoch 9 | Test set: Average loss: 1.1188, Accuracy: 6164/10000 (62%)

Epoch 10 | Test set: Average loss: 1.0905, Accuracy: 6229/10000 (62%)

Epoch 11 | Test set: Average loss: 1.0715, Accuracy: 6288/10000 (63%)

Epoch 12 | Test set: Average loss: 1.0805, Accuracy: 6321/10000 (63%)

Epoch 13 | Test set: Average loss: 1.1634, Accuracy: 5850/10000 (58%)

Epoch 14 | Test set: Average loss: 1.0252, Accuracy: 6427/10000 (64%)

Epoch 15 | Test set: Average loss: 1.0575, Accuracy: 6354/10000 (64%)

Epoch 16 | Test set: Average loss: 1.0238, Accuracy: 6534/10000 (65%)

Epoch 17 | Test set: Average loss: 1.0054, Accuracy: 6506/10000 (65%)

Epoch 18 | Test set: Average loss: 1.0396, Accuracy: 6541/10000 (65%)

Epoch 19 | Test set: Average loss: 1.0628, Accuracy: 6462/10000 (65%)

Epoch 20 | Test set: Average loss: 1.0763, Accuracy: 6541/10000 (65%)

Epoch 21 | Test set: Average loss: 1.0748, Accuracy: 6541/10000 (65%)

Epoch 22 | Test set: Average loss: 1.0767, Accuracy: 6557/10000 (66%)

Epoch 23 | Test set: Average loss: 1.0579, Accuracy: 6583/10000 (66%)

Epoch 24 | Test set: Average loss: 1.0892, Accuracy: 6600/10000 (66%)

Epoch 25 | Test set: Average loss: 1.1336, Accuracy: 6533/10000 (65%)

Epoch 26 | Test set: Average loss: 1.0620, Accuracy: 6482/10000 (65%)

Epoch 27 | Test set: Average loss: 1.0424, Accuracy: 6653/10000 (67%)

Epoch 28 | Test set: Average loss: 1.0661, Accuracy: 6667/10000 (67%)

Epoch 29 | Test set: Average loss: 1.0702, Accuracy: 6639/10000 (66%)

Epoch 30 | Test set: Average loss: 1.0900, Accuracy: 6639/10000 (66%)

Epoch 31 | Test set: Average loss: 1.1046, Accuracy: 6743/10000 (67%)

Epoch 32 | Test set: Average loss: 1.1219, Accuracy: 6664/10000 (67%)

Epoch 33 | Test set: Average loss: 1.1761, Accuracy: 6626/10000 (66%)

Epoch 34 | Test set: Average loss: 1.1506, Accuracy: 6706/10000 (67%)

Epoch 35 | Test set: Average loss: 1.2000, Accuracy: 6631/10000 (66%)

Epoch 36 | Test set: Average loss: 1.1851, Accuracy: 6712/10000 (67%)

Epoch 37 | Test set: Average loss: 1.1981, Accuracy: 6713/10000 (67%)

Epoch 38 | Test set: Average loss: 1.2383, Accuracy: 6666/10000 (67%)

Epoch 39 | Test set: Average loss: 1.1328, Accuracy: 6644/10000 (66%)

Epoch 40 | Test set: Average loss: 1.1082, Accuracy: 6766/10000 (68%)

Epoch 41 | Test set: Average loss: 1.1461, Accuracy: 6715/10000 (67%)

Epoch 42 | Test set: Average loss: 1.2111, Accuracy: 6655/10000 (67%)

Epoch 43 | Test set: Average loss: 1.2324, Accuracy: 6638/10000 (66%)

Epoch 44 | Test set: Average loss: 1.2238, Accuracy: 6697/10000 (67%)

Epoch 45 | Test set: Average loss: 1.3204, Accuracy: 6682/10000 (67%)

Epoch 46 | Test set: Average loss: 1.2946, Accuracy: 6720/10000 (67%)

Epoch 47 | Test set: Average loss: 1.3297, Accuracy: 6616/10000 (66%)

Epoch 48 | Test set: Average loss: 1.3662, Accuracy: 6660/10000 (67%)

Epoch 49 | Test set: Average loss: 1.3953, Accuracy: 6673/10000 (67%)

Epoch 50 | Test set: Average loss: 1.3618, Accuracy: 6720/10000 (67%)

Epoch 51 | Test set: Average loss: 1.3434, Accuracy: 6727/10000 (67%)

Epoch 52 | Test set: Average loss: 1.2084, Accuracy: 6776/10000 (68%)

Epoch 53 | Test set: Average loss: 1.2341, Accuracy: 6812/10000 (68%)

Epoch 54 | Test set: Average loss: 1.2742, Accuracy: 6804/10000 (68%)

Epoch 55 | Test set: Average loss: 1.3242, Accuracy: 6724/10000 (67%)

Epoch 56 | Test set: Average loss: 1.3051, Accuracy: 6739/10000 (67%)

Epoch 57 | Test set: Average loss: 1.3715, Accuracy: 6712/10000 (67%)

Epoch 58 | Test set: Average loss: 1.3754, Accuracy: 6788/10000 (68%)

Epoch 59 | Test set: Average loss: 1.4041, Accuracy: 6747/10000 (67%)

Epoch 60 | Test set: Average loss: 1.4597, Accuracy: 6766/10000 (68%)

Epoch 61 | Test set: Average loss: 1.4094, Accuracy: 6783/10000 (68%)

Epoch 62 | Test set: Average loss: 1.4340, Accuracy: 6781/10000 (68%)

Epoch 63 | Test set: Average loss: 1.4476, Accuracy: 6814/10000 (68%)

Epoch 64 | Test set: Average loss: 1.1328, Accuracy: 6436/10000 (64%)

Epoch 65 | Test set: Average loss: 1.2221, Accuracy: 6820/10000 (68%)

Epoch 66 | Test set: Average loss: 1.3188, Accuracy: 6853/10000 (69%)

Epoch 67 | Test set: Average loss: 1.3646, Accuracy: 6785/10000 (68%)

Epoch 68 | Test set: Average loss: 1.4357, Accuracy: 6778/10000 (68%)

Epoch 69 | Test set: Average loss: 1.4636, Accuracy: 6787/10000 (68%)

Epoch 70 | Test set: Average loss: 1.5084, Accuracy: 6807/10000 (68%)

Epoch 71 | Test set: Average loss: 1.4802, Accuracy: 6760/10000 (68%)

Epoch 72 | Test set: Average loss: 1.5065, Accuracy: 6779/10000 (68%)

Epoch 73 | Test set: Average loss: 1.4621, Accuracy: 6832/10000 (68%)

Epoch 74 | Test set: Average loss: 1.5016, Accuracy: 6788/10000 (68%)

Epoch 75 | Test set: Average loss: 1.5368, Accuracy: 6825/10000 (68%)

Epoch 76 | Test set: Average loss: 1.5711, Accuracy: 6792/10000 (68%)

Epoch 77 | Test set: Average loss: 1.2563, Accuracy: 6717/10000 (67%)

Epoch 78 | Test set: Average loss: 1.3358, Accuracy: 6899/10000 (69%)

Epoch 79 | Test set: Average loss: 1.4295, Accuracy: 6863/10000 (69%)

Epoch 80 | Test set: Average loss: 1.4598, Accuracy: 6795/10000 (68%)

Epoch 81 | Test set: Average loss: 1.5302, Accuracy: 6771/10000 (68%)

